GENDER,EDU_FATHER,EDU_MOTHER,OCC_FATHER,OCC_MOTHER,RESIDENCE_STRATUM,SOCIAL_SUPPORT,HOUSEHOLD_SIZE,INTERNET,TV,COMPUTER,WASHING_MCH,MIC_OVEN,CAR,DVD,REFRIGERATOR,PHONE,MOBILE,HOUSEHOLD_INCOME,JOB,PUBLIC_SCHOOL,SCHOOL_TYPE,QR_PRO,ENG_PRO
M,1.5,2.5,Independent,Operator,2.0,Level 2,5.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,2.0,0.0,yes,TECHNICAL/ACADEMIC,99,64
M,3.0,3.0,Auxiliary or Administrative,Independent professional,3.0,None,3.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,2.0,0.0,no,ACADEMIC,72,74
M,2.0,1.5,Independent,Home,2.0,Level 2,5.0,No,No,Yes,No,Yes,No,No,Yes,Yes,No,2.0,0.0,yes,ACADEMIC,79,37
M,2.0,2.0,Independent,Home,1.0,Level 1,3.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,1.0,0.0,yes,ACADEMIC,96,62
F,2.0,2.0,Operator,Operator,2.0,Level 2,6.0,No,No,No,No,Yes,No,No,Yes,Yes,No,2.0,0.0,yes,TECHNICAL,69,63
M,1.5,3.0,Independent,Technical or professional level employee,2.0,Level 2,3.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,4.0,0.0,yes,TECHNICAL/ACADEMIC,29,39
F,3.0,2.0,Other occupation,Other occupation,2.0,None,4.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,3.0,0.0,yes,TECHNICAL/ACADEMIC,63,47
M,3.0,1.5,Technical or professional level employee,Home,3.0,None,3.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,3.0,0.0,no,ACADEMIC,96,74
F,2.5,1.5,Independent,Home,3.0,None,5.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,3.0,1.0,yes,TECHNICAL/ACADEMIC,88,56
M,2.0,2.0,Executive,Executive,3.0,None,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,54,61
F,2.0,2.5,Independent,Auxiliary or Administrative,2.0,Level 1,3.0,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,2.0,2.0,yes,TECHNICAL/ACADEMIC,70,47
M,3.0,2.0,Technical or professional level employee,Other occupation,2.0,None,3.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3.0,0.0,yes,TECHNICAL/ACADEMIC,41,33
M,3.0,3.0,Technical or professional level employee,Home,2.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,97,49
M,3.0,3.0,Independent professional,Auxiliary or Administrative,2.0,None,6.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,2.0,0.0,yes,TECHNICAL/ACADEMIC,81,25
M,1.5,1.5,Independent,Home,1.0,Level 1,5.0,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,1.0,0.0,yes,TECHNICAL/ACADEMIC,48,22
F,1.5,3.0,Independent,Auxiliary or Administrative,1.0,None,6.0,No,Yes,No,No,No,No,No,Yes,Yes,No,1.0,0.0,yes,TECHNICAL/ACADEMIC,56,63
M,3.0,3.0,Independent,Auxiliary or Administrative,2.0,None,5.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3.0,0.0,no,ACADEMIC,93,37
M,2.0,2.0,Other occupation,Independent,1.0,Level 1,3.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,1.0,0.0,yes,TECHNICAL/ACADEMIC,85,48
M,0.5,1.0,Independent,Home,1.0,Level 1,5.0,No,No,No,No,No,No,Yes,No,Yes,No,1.0,0.0,yes,TECHNICAL,66,7
F,3.0,3.0,Independent,Home,3.0,Level 2,6.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,2.0,0.0,yes,TECHNICAL/ACADEMIC,100,90
M,3.0,3.0,Technical or professional level employee,Home,2.0,Level 1,4.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,2.0,0.0,yes,TECHNICAL/ACADEMIC,97,63
F,2.0,2.0,Operator,Home,2.0,Level 2,3.0,No,No,No,No,Yes,No,No,Yes,Yes,No,2.0,0.0,yes,TECHNICAL/ACADEMIC,37,44
F,3.0,3.0,Entrepreneur ,Independent professional,3.0,Level 3,5.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,4.0,0.0,yes,ACADEMIC,63,76
M,2.0,2.0,Operator,Home,2.0,None,3.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,3.0,0.0,yes,TECHNICAL/ACADEMIC,99,91
F,3.0,2.5,Independent professional,Independent,3.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,73,97
M,2.0,1.0,Independent,Independent,1.0,Level 2,3.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,2.0,0.0,yes,ACADEMIC,41,66
M,2.0,3.0,Other occupation,Technical or professional level employee,2.0,Level 2,7.0,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,2.0,0.0,yes,ACADEMIC,85,50
M,3.0,2.0,Technical or professional level employee,Home,1.0,Level 1,4.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,2.0,0.0,yes,ACADEMIC,58,30
F,3.0,3.0,Technical or professional level employee,Auxiliary or Administrative,3.0,None,6.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,3.0,0.0,no,ACADEMIC,60,51
M,1.5,1.5,Operator,Home,2.0,Level 2,3.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,2.0,0.0,yes,ACADEMIC,9,29
M,3.0,2.0,Executive,Home,3.0,None,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.0,2.0,no,ACADEMIC,83,52
F,4.0,2.0,Executive,Home,2.0,Level 3,7.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,6.0,0.0,yes,TECHNICAL/ACADEMIC,91,68
M,4.0,2.0,Independent,Home,3.0,None,5.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,2.0,0.0,no,ACADEMIC,88,19
M,3.0,3.0,Technical or professional level employee,Auxiliary or Administrative,3.0,None,4.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,4.0,0.0,yes,ACADEMIC,93,78
F,3.0,2.0,Independent,Home,1.0,Level 1,4.0,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,2.0,0.0,yes,ACADEMIC,98,53
F,3.0,1.5,Technical or professional level employee,Home,2.0,Level 3,5.0,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,3.0,0.0,yes,ACADEMIC,78,76
F,2.0,3.0,Operator,Auxiliary or Administrative,2.0,Level 2,4.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3.0,2.0,no,ACADEMIC,88,93
F,3.0,3.0,Independent professional,Auxiliary or Administrative,6.0,None,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7.0,0.0,no,ACADEMIC,59,95
F,3.0,2.5,Independent,Independent,2.0,Level 1,4.0,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,2.0,1.0,yes,ACADEMIC,93,54
F,3.0,2.0,Other occupation,Home,3.0,None,4.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,37,71
F,3.0,3.0,Technical or professional level employee,Technical or professional level employee,4.0,None,5.0,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,3.0,0.0,no,ACADEMIC,76,87
M,3.0,3.0,Technical or professional level employee,Technical or professional level employee,4.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7.0,0.0,no,ACADEMIC,100,88
F,3.0,3.0,Small entrepreneur ,Small entrepreneur ,3.0,None,5.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,6.0,0.0,no,ACADEMIC,89,81
F,2.0,2.0,Independent,Auxiliary or Administrative,2.0,Level 1,4.0,No,No,No,No,Yes,No,No,Yes,Yes,No,1.0,0.0,yes,TECHNICAL,41,6
F,3.0,2.0,Technical or professional level employee,Home,3.0,None,5.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,3.0,0.0,no,TECHNICAL/ACADEMIC,96,78
M,3.0,3.0,Independent,Technical or professional level employee,2.0,Level 2,5.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,3.0,0.0,no,ACADEMIC,90,91
F,0.5,0.5,Independent,Home,2.0,Level 1,7.0,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,3.0,0.0,yes,ACADEMIC,20,44
M,1.5,1.5,Independent,Home,2.0,Level 2,4.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,1.0,0.0,yes,TECHNICAL/ACADEMIC,71,64
M,2.0,2.0,Retired,Independent,3.0,Level 3,3.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,2.0,0.0,no,TECHNICAL/ACADEMIC,75,86
F,4.0,3.0,Technical or professional level employee,Home,3.0,None,8.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3.0,0.0,no,ACADEMIC,85,71
F,2.0,2.0,Technical or professional level employee,Home,3.0,None,5.0,No,No,Yes,No,No,No,No,Yes,Yes,Yes,2.0,0.0,no,TECHNICAL/ACADEMIC,51,81
M,1.5,3.0,Operator,Technical or professional level employee,2.0,Level 2,4.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3.0,0.0,yes,ACADEMIC,30,52
M,2.0,3.0,Independent,Technical or professional level employee,3.0,None,4.0,No,No,No,No,No,No,No,Yes,No,Yes,3.0,0.0,yes,ACADEMIC,94,63
F,2.0,4.0,Small entrepreneur ,Technical or professional level employee,2.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,4.0,0.0,yes,ACADEMIC,68,61
M,1.5,2.0,Entrepreneur ,Home,2.0,None,4.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,3.0,2.0,yes,TECHNICAL/ACADEMIC,54,18
F,1.5,0.5,Other occupation,Home,1.0,Level 2,6.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,1.0,0.0,no,ACADEMIC,29,53
M,4.0,0.0,Executive,Home,3.0,Level 2,5.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,4.0,0.0,no,ACADEMIC,95,71
F,1.0,1.0,Independent,Home,1.0,Level 1,3.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,2.0,0.0,no,TECHNICAL/ACADEMIC,33,54
F,,3.0,Other occupation,Home,3.0,Level 1,3.0,No,Yes,No,No,Yes,No,No,Yes,Yes,No,1.0,0.0,yes,TECHNICAL/ACADEMIC,18,65
M,4.0,4.0,Executive,Technical or professional level employee,2.0,Level 2,3.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,100,98
M,1.0,2.0,Technical or professional level employee,Home,3.0,None,6.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,3.0,0.0,yes,TECHNICAL/ACADEMIC,96,98
F,3.0,3.0,Technical or professional level employee,Technical or professional level employee,3.0,None,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.0,0.0,no,ACADEMIC,75,92
M,2.0,1.5,Retired,Home,3.0,None,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.0,0.0,yes,ACADEMIC,97,82
F,2.0,2.0,Auxiliary or Administrative,Auxiliary or Administrative,3.0,None,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,4.0,0.0,no,ACADEMIC,51,74
M,2.0,3.0,Auxiliary or Administrative,Independent professional,3.0,None,2.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,70,83
F,,3.0,Entrepreneur ,Executive,4.0,None,2.0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,2.0,0.0,no,ACADEMIC,47,72
M,3.0,3.0,Other occupation,Executive,3.0,None,5.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,3.0,0.0,no,ACADEMIC,80,77
M,4.0,4.0,Technical or professional level employee,Technical or professional level employee,5.0,None,5.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,6.0,0.0,no,ACADEMIC,95,100
F,,3.0,Technical or professional level employee,Auxiliary or Administrative,3.0,None,3.0,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,3.0,0.0,no,ACADEMIC,70,89
F,4.0,3.0,Independent professional,Independent professional,3.0,None,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6.0,0.0,no,ACADEMIC,100,99
M,1.5,1.0,Independent,Home,2.0,Level 1,5.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,2.0,0.0,yes,TECHNICAL/ACADEMIC,98,86
M,4.0,2.5,Technical or professional level employee,Home,3.0,,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,61,67
M,3.0,2.0,Independent,Home,2.0,Level 2,5.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,2.0,0.0,yes,ACADEMIC,84,1
F,0.0,2.0,Independent,Independent professional,2.0,Level 2,4.0,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,2.0,0.0,yes,ACADEMIC,93,80
M,2.0,1.0,Independent,Home,2.0,None,6.0,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,2.0,0.0,yes,ACADEMIC,100,51
M,3.0,,Executive,Independent,3.0,Level 3,3.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,2.0,0.0,yes,ACADEMIC,86,86
M,2.0,3.0,Operator,Technical or professional level employee,3.0,None,6.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,4.0,0.0,yes,TECHNICAL/ACADEMIC,100,93
M,,0.5,Other occupation,Home,1.0,Level 1,4.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1.0,0.0,yes,TECHNICAL,81,53
F,3.0,3.0,Entrepreneur ,Entrepreneur ,5.0,None,6.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7.0,0.0,no,ACADEMIC,46,86
M,4.0,3.0,Executive,Executive,3.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7.0,0.0,no,ACADEMIC,100,99
M,3.0,3.0,Independent,Small entrepreneur ,4.0,None,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7.0,0.0,no,ACADEMIC,99,99
F,2.0,4.0,Independent professional,Independent professional,4.0,None,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.0,0.0,no,ACADEMIC,93,99
M,4.0,4.0,Executive,Executive,4.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6.0,0.0,no,ACADEMIC,71,100
F,3.0,3.0,Technical or professional level employee,Technical or professional level employee,1.0,Level 1,3.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,37,44
F,3.0,3.0,Independent professional,Independent professional,3.0,None,5.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,4.0,0.0,yes,ACADEMIC,88,75
M,3.0,3.0,Independent professional,Auxiliary or Administrative,3.0,None,4.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,2.0,0.0,yes,ACADEMIC,92,77
M,1.5,1.5,Independent,Home,2.0,None,4.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,2.0,0.0,yes,ACADEMIC,24,32
M,2.0,2.0,Independent,Independent,3.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.0,0.0,yes,ACADEMIC,90,68
F,3.0,2.5,Operator,Home,3.0,None,9.0,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,3.0,0.0,no,ACADEMIC,66,57
M,1.5,2.0,Other occupation,Home,3.0,Level 2,9.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,2.0,1.0,yes,TECHNICAL/ACADEMIC,100,1
M,3.0,3.0,Executive,Auxiliary or Administrative,2.0,None,4.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,81,94
F,3.0,3.0,Small entrepreneur ,Home,4.0,None,5.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,3.0,0.0,yes,TECHNICAL,99,70
F,2.0,2.0,Independent,Operator,2.0,None,3.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,3.0,0.0,yes,TECHNICAL,84,64
M,3.0,3.0,Independent professional,Home,3.0,None,4.0,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,3.0,0.0,yes,TECHNICAL,76,95
M,2.0,2.0,Independent,Home,1.0,Level 1,4.0,Yes,Yes,No,No,No,No,No,Yes,Yes,No,1.0,1.0,yes,TECHNICAL/ACADEMIC,62,51
M,2.0,3.0,Operator,Technical or professional level employee,1.0,Level 1,7.0,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,2.0,0.0,yes,TECHNICAL,43,8
F,3.0,3.0,Independent professional,Home,3.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,5.0,0.0,no,ACADEMIC,85,83
M,0.5,1.5,Home,Other occupation,1.0,Level 1,4.0,No,Yes,No,No,Yes,No,No,Yes,Yes,No,1.0,0.0,yes,ACADEMIC,19,46
M,2.0,1.0,Other occupation,Independent,1.0,Level 1,3.0,No,No,No,No,Yes,No,Yes,No,Yes,No,2.0,0.0,yes,ACADEMIC,48,62
M,2.0,3.0,Independent,Operator,2.0,Level 1,4.0,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,2.0,0.0,yes,ACADEMIC,94,16
M,4.0,4.0,Executive,Technical or professional level employee,3.0,None,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,5.0,0.0,yes,TECHNICAL/ACADEMIC,71,91
M,3.0,3.0,Independent professional,Independent professional,2.0,Level 2,4.0,No,No,No,No,Yes,No,No,Yes,Yes,No,1.0,0.0,yes,ACADEMIC,90,22
M,2.0,2.0,Independent,Home,1.0,Level 1,4.0,No,No,No,No,No,No,No,No,Yes,Yes,1.0,0.0,yes,TECHNICAL/ACADEMIC,99,64
M,3.0,3.0,Auxiliary or Administrative,Auxiliary or Administrative,1.0,Level 1,4.0,No,No,No,No,Yes,No,Yes,Yes,Yes,No,2.0,0.0,yes,ACADEMIC,87,76
F,1.5,0.5,Independent,Home,1.0,Level 1,4.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,2.0,0.0,no,TECHNICAL/ACADEMIC,99,2
M,2.0,2.0,Operator,Independent professional,3.0,None,5.0,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,2.0,0.0,yes,TECHNICAL/ACADEMIC,100,79
F,1.5,1.0,Independent,Home,3.0,Level 3,4.0,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,3.0,0.0,yes,TECHNICAL,61,64
F,1.0,3.0,Retired,Home,3.0,None,6.0,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,2.0,0.0,yes,TECHNICAL,70,45
F,3.0,3.0,Technical or professional level employee,Technical or professional level employee,2.0,None,6.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.0,0.0,no,ACADEMIC,58,86
F,1.0,1.5,Independent,Home,2.0,Level 2,5.0,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,3.0,0.0,yes,TECHNICAL/ACADEMIC,99,51
F,1.5,0.5,Other occupation,Home,2.0,Level 1,8.0,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,2.0,0.0,yes,TECHNICAL/ACADEMIC,28,33
F,1.5,2.0,Independent,Other occupation,2.0,Level 2,4.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,3.0,0.0,yes,TECHNICAL/ACADEMIC,91,75
F,1.0,2.0,Small entrepreneur ,Small entrepreneur ,3.0,None,3.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,3.0,0.0,no,ACADEMIC,53,67
F,2.0,2.0,Operator,Home,3.0,None,11.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,58,67
F,1.5,1.5,Independent professional,Home,3.0,Level 3,4.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,3.0,0.0,no,ACADEMIC,73,83
M,2.0,2.0,Operator,Home,3.0,None,6.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3.0,0.0,no,TECHNICAL,70,38
M,3.0,2.0,Independent professional,Home,3.0,Level 2,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,4.0,0.0,yes,ACADEMIC,1,27
M,3.0,3.0,Executive,Executive,3.0,,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.0,0.0,yes,ACADEMIC,100,86
M,2.0,3.0,Other occupation,Home,4.0,None,4.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,2.0,0.0,no,ACADEMIC,81,90
M,2.0,3.0,Retired,Auxiliary or Administrative,3.0,None,6.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.0,0.0,yes,ACADEMIC,84,78
F,3.0,3.0,Executive,Home,1.0,Level 1,3.0,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,2.0,0.0,no,ACADEMIC,98,99
F,3.0,3.0,Technical or professional level employee,Operator,2.0,None,5.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,5.0,0.0,no,ACADEMIC,82,59
F,3.0,3.0,Independent,Auxiliary or Administrative,2.0,None,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.0,0.0,no,ACADEMIC,83,92
M,3.0,3.0,Independent,Home,3.0,Level 1,4.0,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,2.0,0.0,no,ACADEMIC,57,95
F,0.0,3.0,Home,Other occupation,4.0,None,3.0,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,39,86
M,3.0,3.0,Independent,Executive,2.0,None,5.0,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,4.0,0.0,no,ACADEMIC,75,97
F,3.0,2.5,Other occupation,Technical or professional level employee,3.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6.0,0.0,no,ACADEMIC,87,84
F,2.0,3.0,Other occupation,Technical or professional level employee,3.0,None,3.0,No,No,Yes,No,No,No,No,Yes,Yes,No,2.0,0.0,no,TECHNICAL,61,28
M,2.0,2.0,Operator,Home,4.0,None,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.0,0.0,no,ACADEMIC,90,88
F,3.0,2.5,Operator,Home,3.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,3.0,0.0,no,TECHNICAL,59,57
M,3.0,2.0,Entrepreneur ,Entrepreneur ,4.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6.0,0.0,no,ACADEMIC,89,1
M,3.0,3.0,Executive,Home,4.0,None,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6.0,0.0,no,ACADEMIC,97,76
M,0.5,1.5,Other occupation,Home,2.0,None,4.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,7.0,0.0,no,TECHNICAL,46,70
M,3.0,2.0,Technical or professional level employee,Home,3.0,Level 3,6.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6.0,0.0,no,TECHNICAL,63,51
F,3.0,1.5,Retired,Home,3.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6.0,0.0,no,ACADEMIC,64,61
M,3.0,3.0,Independent professional,Executive,3.0,None,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.0,0.0,no,ACADEMIC,84,91
M,3.0,3.0,Technical or professional level employee,Executive,3.0,None,6.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,98,53
M,1.5,1.5,Independent,Home,1.0,Level 1,5.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,2.0,0.0,yes,TECHNICAL/ACADEMIC,59,74
M,,,Independent,Technical or professional level employee,3.0,None,4.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,4.0,0.0,no,ACADEMIC,99,84
M,3.0,4.0,Retired,Technical or professional level employee,2.0,None,4.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3.0,0.0,no,ACADEMIC,98,87
M,1.0,4.0,Independent,Other occupation,2.0,None,5.0,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,2.0,1.0,yes,TECHNICAL,95,75
M,3.0,4.0,Executive,Executive,3.0,None,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6.0,0.0,no,ACADEMIC,97,90
M,3.0,3.0,Executive,Executive,3.0,None,3.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,99,99
M,2.0,2.0,Auxiliary or Administrative,Home,2.0,Level 2,4.0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,1.0,0.0,yes,ACADEMIC,45,64
F,4.0,4.0,Technical or professional level employee,Independent professional,3.0,None,7.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,80,90
M,3.0,2.5,Small entrepreneur ,Small entrepreneur ,4.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6.0,0.0,no,ACADEMIC,98,85
F,3.0,3.0,Independent professional,Independent,3.0,None,7.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6.0,0.0,no,ACADEMIC,100,93
F,3.0,3.0,Independent professional,Technical or professional level employee,3.0,None,5.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,3.0,0.0,yes,ACADEMIC,76,75
F,1.0,3.0,Operator,Technical or professional level employee,2.0,None,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.0,0.0,yes,ACADEMIC,99,84
