@relation ./DSSD/data/datasets/mushrooms/mushrooms

@attribute veil_type {'p'}
@attribute bruises {'f','t'}
@attribute gill_size {'b','n'}
@attribute gill_spacing {'c','w'}
@attribute gill_attachment {'a','f'}
@attribute stalk_shape {'e','t'}
@attribute ring_number {'n','o','t'}
@attribute stalk_surface_below_ring {'f','k','s','y'}
@attribute cap_surface {'f','g','s','y'}
@attribute stalk_surface_above_ring {'f','k','s','y'}
@attribute veil_color {'n','o','w','y'}
@attribute stalk_root {'?','b','c','e','r'}
@attribute ring_type {'e','f','l','n','p'}
@attribute population {'a','c','n','s','v','y'}
@attribute cap_shape {'b','c','f','k','s','x'}
@attribute habitat {'d','g','l','m','p','u','w'}
@attribute odor {'a','c','f','l','m','n','p','s','y'}
@attribute stalk_color_above_ring {'b','c','e','g','n','o','p','w','y'}
@attribute spore_print_color {'b','h','k','n','o','r','u','w','y'}
@attribute stalk_color_below_ring {'b','c','e','g','n','o','p','w','y'}
@attribute cap_color {'b','c','e','g','n','p','r','u','w','y'}
@attribute gill_color {'b','e','g','h','k','n','o','p','r','u','w','y'}
@attribute class {'str0','str1'}
@data
'p','f','b','c','f','e','o','k','f','k','w','b','l','v','f','d','f','b','h','n','g','p','str1'
'p','f','b','c','f','e','o','k','y','k','w','b','l','y','x','d','f','n','h','p','y','g','str1'
'p','f','b','c','f','e','o','k','y','k','w','b','l','v','x','d','f','b','h','b','g','p','str1'
'p','f','n','c','f','t','o','k','y','k','w','?','e','v','x','l','y','w','w','w','e','b','str1'
'p','t','b','c','f','e','t','s','y','s','w','?','e','c','k','w','n','e','w','w','b','e','str0'
'p','t','b','c','f','e','t','s','y','s','w','?','e','c','f','w','n','e','w','w','b','w','str0'
'p','f','b','c','f','e','o','k','y','k','w','b','l','y','x','d','f','p','h','p','g','p','str1'
'p','f','b','c','f','e','o','k','f','k','w','b','l','y','f','p','f','b','h','p','y','g','str1'
'p','f','b','c','f','e','o','k','y','k','w','b','l','y','x','g','f','n','h','b','g','h','str1'
'p','f','b','c','f','e','o','k','y','k','w','b','l','y','f','g','f','b','h','p','g','g','str1'
'p','t','b','c','f','t','o','f','s','s','w','b','p','s','x','u','f','w','h','w','b','w','str1'
'p','f','b','c','f','e','o','k','y','k','w','b','l','v','f','p','f','b','h','p','y','h','str1'
'p','t','b','c','f','t','o','f','s','f','w','b','p','s','x','u','f','w','h','w','w','p','str1'
'p','f','b','c','f','e','o','k','f','k','w','b','l','v','x','p','f','b','h','n','y','p','str1'
'p','f','b','c','f','e','o','k','y','k','w','b','l','y','x','p','f','b','h','p','g','p','str1'
'p','t','b','c','f','t','o','f','s','s','w','b','p','s','x','u','f','w','h','w','w','p','str1'
'p','t','b','c','f','t','o','f','s','f','w','b','p','s','f','g','f','w','h','w','b','p','str1'
'p','t','b','c','f','t','o','s','s','f','w','b','p','s','x','u','f','w','h','w','w','h','str1'
'p','f','b','c','f','e','o','k','f','k','w','b','l','y','f','d','f','n','h','b','y','p','str1'
'p','f','b','c','f','e','o','k','y','k','w','b','l','y','f','p','f','p','h','b','g','g','str1'
'p','f','b','c','f','e','o','k','f','k','w','b','l','v','x','g','f','b','h','n','y','h','str1'
'p','f','b','c','f','e','o','k','f','k','w','b','l','v','f','p','f','n','h','b','g','h','str1'
'p','f','n','c','f','e','o','f','y','s','w','?','f','y','x','d','n','w','h','w','w','u','str0'
'p','t','b','c','f','e','t','s','s','s','w','?','e','c','x','w','n','w','w','w','e','e','str0'
'p','f','b','c','f','e','o','k','y','k','w','b','l','v','x','g','f','p','h','p','g','p','str1'
'p','f','b','c','f','e','o','k','f','k','w','b','l','v','f','g','f','n','h','b','g','h','str1'
'p','f','n','c','f','t','o','s','y','k','w','?','e','v','x','l','y','p','w','w','n','b','str1'
'p','f','b','c','f','e','o','k','y','k','w','b','l','v','x','p','f','p','h','b','g','h','str1'
'p','f','b','c','f','e','o','k','f','k','w','b','l','y','f','p','f','n','h','p','g','h','str1'
'p','f','b','c','f','e','o','k','f','k','w','b','l','v','f','p','f','b','h','n','y','h','str1'
'p','f','b','c','f','e','o','k','f','k','w','b','l','y','f','d','f','b','h','p','y','h','str1'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','f','d','n','g','n','w','e','n','str0'
'p','f','b','c','f','e','o','k','y','k','w','b','l','y','x','g','f','n','h','b','y','p','str1'
'p','f','b','c','f','e','o','k','y','k','w','b','l','v','f','d','f','n','h','b','y','g','str1'
'p','f','b','c','f','e','o','k','f','k','w','b','l','v','f','p','f','b','h','p','g','g','str1'
'p','f','b','c','f','e','o','k','y','k','w','b','l','y','x','g','f','p','h','p','y','h','str1'
'p','f','b','c','f','e','o','k','f','k','w','b','l','y','x','p','f','p','h','b','y','g','str1'
'p','f','n','c','f','e','o','y','f','k','w','?','e','v','k','d','n','w','w','n','y','w','str1'
'p','f','b','c','f','e','o','k','f','k','w','b','l','y','f','g','f','n','h','b','y','h','str1'
'p','f','n','w','f','e','o','s','f','f','w','b','e','v','k','l','n','w','w','n','c','w','str0'
'p','f','b','c','f','e','o','k','f','k','w','b','l','v','f','p','f','n','h','n','g','h','str1'
'p','f','b','c','f','e','o','k','y','k','w','b','l','y','f','p','f','n','h','p','y','h','str1'
'p','f','b','c','f','e','o','k','y','k','w','b','l','v','x','d','f','b','h','b','g','g','str1'
'p','f','b','c','f','e','o','k','y','k','w','b','l','v','x','p','f','p','h','b','g','p','str1'
'p','f','b','c','f','e','o','k','f','k','w','b','l','v','f','g','f','p','h','p','y','h','str1'
'p','f','b','c','f','e','o','k','y','k','w','b','l','v','f','d','f','p','h','n','y','h','str1'
'p','f','b','c','f','e','o','k','f','k','w','b','l','y','x','d','f','n','h','n','y','p','str1'
'p','f','b','c','f','e','o','k','f','k','w','b','l','v','f','p','f','n','h','n','y','p','str1'
'p','f','b','c','f','e','o','k','y','k','w','b','l','y','x','d','f','n','h','b','y','g','str1'
'p','t','b','c','f','e','t','s','y','s','w','b','p','v','b','g','n','w','r','w','p','w','str1'
'p','t','b','c','f','e','t','s','y','s','w','?','e','c','k','w','n','w','w','w','p','e','str0'
'p','f','b','c','f','e','o','k','y','k','w','b','l','v','x','p','f','b','h','b','y','g','str1'
'p','f','b','c','f','e','o','k','f','k','w','b','l','v','x','g','f','p','h','p','y','p','str1'
'p','t','b','c','f','e','t','s','y','s','w','?','e','c','k','w','n','w','w','e','b','e','str0'
'p','f','b','c','f','e','o','k','y','k','w','b','l','y','f','d','f','n','h','n','y','p','str1'
'p','t','b','c','f','t','o','s','s','s','w','b','p','s','x','u','f','w','h','w','w','p','str1'
'p','f','n','c','f','t','o','k','y','k','w','?','e','v','x','p','s','w','w','w','n','b','str1'
'p','f','n','c','f','t','o','k','y','s','w','?','e','v','x','d','y','w','w','w','n','b','str1'
'p','f','n','c','f','t','o','k','y','k','w','?','e','v','x','p','y','w','w','w','e','b','str1'
'p','t','n','w','f','e','o','s','g','s','w','b','p','c','f','l','n','w','w','w','w','w','str1'
'p','t','b','c','f','t','o','s','s','f','w','b','p','v','x','u','f','w','h','w','g','p','str1'
'p','f','n','w','f','e','o','s','y','f','w','b','e','v','f','l','n','w','w','n','c','w','str0'
'p','f','b','c','f','e','o','k','y','k','w','b','l','y','x','g','f','p','h','b','g','p','str1'
'p','f','b','c','f','e','o','k','y','k','w','b','l','v','f','d','f','b','h','p','y','g','str1'
'p','f','b','c','f','e','o','k','y','k','w','b','l','y','f','p','f','b','h','p','y','p','str1'
'p','t','b','c','f','e','t','s','y','s','w','?','e','c','f','w','n','w','w','e','p','w','str0'
'p','t','b','c','f','t','o','s','s','f','w','b','p','v','x','g','f','w','h','w','b','w','str1'
'p','t','b','c','f','t','o','f','s','s','w','b','p','s','x','g','f','w','h','w','g','h','str1'
'p','f','n','c','f','t','o','s','y','k','w','?','e','v','x','p','y','p','w','p','e','b','str1'
'p','f','n','w','f','e','o','f','y','s','w','b','e','v','k','l','n','w','w','n','c','w','str0'
'p','t','b','c','f','t','o','f','s','s','w','b','p','s','x','u','f','w','h','w','w','w','str1'
'p','t','b','c','f','t','o','f','s','s','w','b','p','v','x','g','f','w','h','w','w','h','str1'
'p','t','b','c','f','t','o','f','s','s','w','b','p','v','f','u','f','w','h','w','b','w','str1'
'p','t','b','c','f','t','o','s','s','s','w','b','p','v','f','g','f','w','h','w','b','p','str1'
'p','f','n','w','f','e','o','s','y','f','w','b','e','v','k','l','n','w','w','n','c','w','str0'
'p','f','b','c','f','e','o','k','y','k','w','b','l','v','x','d','f','n','h','n','g','g','str1'
'p','t','b','c','f','t','o','f','s','f','w','b','p','v','f','g','f','w','h','w','w','h','str1'
'p','t','b','c','f','t','o','s','s','s','w','b','p','s','f','u','f','w','h','w','g','w','str1'
'p','t','n','w','f','e','o','s','g','s','w','b','p','c','c','l','n','w','w','w','w','w','str1'
'p','t','b','c','f','t','o','f','s','s','w','b','p','s','x','u','f','w','h','w','g','p','str1'
'p','t','n','w','f','e','o','s','g','s','w','b','p','c','b','l','n','w','w','w','w','w','str1'
'p','t','b','c','f','t','o','s','s','s','w','b','p','v','x','g','f','w','h','w','b','p','str1'
'p','t','b','c','f','t','o','f','s','f','w','b','p','s','f','u','f','w','h','w','w','h','str1'
'p','f','n','c','f','e','o','y','f','k','w','?','e','v','b','d','n','w','w','y','y','w','str1'
'p','f','n','c','f','t','o','s','y','s','w','?','e','v','x','d','s','w','w','p','n','b','str1'
'p','f','n','c','f','t','o','s','y','k','w','?','e','v','x','d','y','p','w','p','n','b','str1'
'p','t','b','c','f','e','t','s','s','s','w','?','e','c','k','w','n','e','w','w','n','w','str0'
'p','t','b','c','f','e','t','s','y','s','w','?','e','c','k','w','n','e','w','e','b','w','str0'
'p','t','b','c','f','t','o','s','s','s','w','b','p','v','f','g','f','w','h','w','w','w','str1'
'p','t','b','c','f','e','t','s','s','s','w','b','p','v','f','m','n','w','r','w','b','w','str1'
'p','f','b','c','f','e','o','k','y','k','w','b','l','y','f','p','f','b','h','b','y','p','str1'
'p','f','b','c','f','e','o','k','y','k','w','b','l','y','x','g','f','p','h','n','g','p','str1'
'p','t','b','c','f','e','t','s','s','s','w','b','p','v','f','g','n','w','r','w','b','r','str1'
'p','f','n','c','f','t','o','s','y','k','w','?','e','v','x','p','f','p','w','p','n','b','str1'
'p','f','n','c','f','t','o','k','y','k','w','?','e','v','x','p','y','p','w','p','e','b','str1'
'p','f','b','c','f','e','o','k','f','k','w','b','l','y','f','d','f','b','h','b','g','p','str1'
'p','t','b','c','f','e','t','s','s','s','w','?','e','c','x','w','n','e','w','w','e','e','str0'
'p','f','n','c','f','t','o','k','y','k','w','?','e','v','x','l','f','p','w','p','n','b','str1'
'p','f','b','c','f','e','o','k','f','k','w','b','l','y','x','g','f','p','h','b','y','g','str1'
'p','f','n','c','f','t','o','s','y','k','w','?','e','v','x','d','y','w','w','w','n','b','str1'
'p','f','n','w','f','e','o','f','f','s','w','b','e','v','f','l','n','w','w','n','n','w','str0'
'p','f','n','c','f','t','o','k','y','s','w','?','e','v','x','p','f','w','w','p','n','b','str1'
'p','t','b','c','f','e','t','s','s','s','w','?','e','c','x','w','n','e','w','e','b','e','str0'
'p','t','b','c','f','e','t','s','y','s','w','?','e','c','f','w','n','w','w','e','n','w','str0'
'p','f','b','c','f','e','o','k','y','k','w','b','l','y','f','p','f','p','h','b','y','g','str1'
'p','t','b','c','f','e','t','s','y','s','w','b','p','v','f','m','n','w','r','w','b','r','str1'
'p','f','n','c','f','e','o','y','y','k','w','?','e','v','x','d','n','w','w','y','n','w','str1'
'p','f','n','c','f','t','o','k','y','s','w','?','e','v','x','l','y','w','w','w','n','b','str1'
'p','t','b','c','f','t','o','s','s','s','w','b','p','s','x','g','f','w','h','w','b','w','str1'
'p','t','b','c','f','t','o','s','s','f','w','b','p','v','x','g','f','w','h','w','b','h','str1'
'p','f','b','c','f','e','o','k','y','k','w','b','l','y','f','p','f','p','h','n','y','h','str1'
'p','t','b','c','f','t','o','f','s','s','w','b','p','v','f','g','f','w','h','w','g','w','str1'
'p','f','n','c','f','t','o','k','y','s','w','?','e','v','x','l','f','w','w','w','n','b','str1'
'p','t','b','c','f','t','o','s','s','f','w','b','p','v','x','g','f','w','h','w','b','p','str1'
'p','f','n','c','f','e','o','y','f','k','w','?','e','v','f','d','n','w','w','y','n','w','str1'
'p','t','b','c','f','e','t','s','y','s','w','?','e','c','x','w','n','w','w','w','e','w','str0'
'p','t','b','c','f','t','o','f','s','f','w','b','p','s','f','g','f','w','h','w','b','w','str1'
'p','t','b','c','f','t','o','s','s','f','w','b','p','s','f','g','f','w','h','w','w','p','str1'
'p','t','b','c','f','e','t','s','y','s','w','?','e','c','k','w','n','e','w','e','e','w','str0'
'p','f','b','c','f','e','o','k','f','k','w','b','l','y','x','p','f','n','h','p','y','p','str1'
'p','f','n','c','f','e','o','y','f','k','w','?','e','v','x','d','n','w','w','n','n','w','str1'
'p','t','b','c','f','e','t','s','y','s','w','?','e','c','x','w','n','e','w','w','n','e','str0'
'p','f','b','c','f','e','o','k','y','k','w','b','l','y','x','g','f','p','h','p','g','p','str1'
'p','t','b','c','f','t','o','s','s','f','w','b','p','v','f','g','f','w','h','w','b','h','str1'
'p','t','b','c','f','t','o','s','s','f','w','b','p','s','f','g','f','w','h','w','b','h','str1'
'p','f','b','c','f','e','o','k','y','k','w','b','l','v','f','g','f','b','h','p','y','h','str1'
'p','f','b','c','f','e','o','k','y','k','w','b','l','v','f','d','f','p','h','b','y','h','str1'
'p','t','b','c','f','e','t','s','s','s','w','?','e','c','x','w','n','w','w','w','p','w','str0'
'p','t','b','c','f','e','t','s','s','s','w','?','e','c','f','w','n','e','w','e','p','e','str0'
'p','t','b','c','f','e','t','s','y','s','w','b','p','v','b','g','n','w','r','w','w','r','str1'
'p','f','n','w','f','e','o','f','y','f','w','b','e','v','x','l','n','w','w','n','c','w','str0'
'p','t','b','c','f','e','t','s','s','s','w','?','e','c','f','w','n','e','w','w','n','w','str0'
'p','t','b','c','f','t','o','s','s','f','w','b','p','v','x','u','f','w','h','w','b','h','str1'
'p','t','b','c','f','t','o','s','s','f','w','b','p','v','x','g','f','w','h','w','g','w','str1'
'p','f','b','c','f','e','o','k','y','k','w','b','l','y','f','d','f','b','h','p','y','g','str1'
'p','t','b','c','f','t','o','s','s','f','w','b','p','v','x','u','f','w','h','w','b','w','str1'
'p','t','b','c','f','t','o','s','s','s','w','b','p','s','x','g','f','w','h','w','w','p','str1'
'p','f','n','w','f','e','o','f','y','s','w','b','e','v','f','l','n','w','w','n','c','w','str0'
'p','f','n','c','f','t','o','s','y','k','w','?','e','v','x','d','y','w','w','w','e','b','str1'
'p','f','b','c','f','e','o','k','f','k','w','b','l','y','f','d','f','n','h','p','y','h','str1'
'p','f','n','c','f','e','o','f','y','s','w','?','f','v','x','d','n','w','h','w','w','h','str0'
'p','f','b','c','f','e','o','k','y','k','w','b','l','v','x','p','f','b','h','p','y','p','str1'
'p','t','b','c','f','e','t','s','y','s','w','b','p','v','f','g','n','w','r','w','p','w','str1'
'p','t','b','c','f','t','o','s','s','f','w','b','p','v','f','u','f','w','h','w','g','h','str1'
'p','f','n','c','f','t','o','s','y','s','w','?','e','v','x','d','s','w','w','w','n','b','str1'
'p','t','b','c','f','e','t','s','s','s','w','?','e','c','k','w','n','e','w','w','p','w','str0'
'p','f','n','c','f','t','o','k','y','k','w','?','e','v','x','l','f','w','w','p','n','b','str1'
'p','f','b','c','f','e','o','k','y','k','w','b','l','v','x','p','f','n','h','b','g','g','str1'
'p','t','b','c','f','t','o','f','s','f','w','b','p','s','f','u','f','w','h','w','b','h','str1'
'p','t','b','c','f','e','t','s','y','s','w','?','e','c','k','w','n','w','w','e','p','e','str0'
'p','f','b','c','f','e','o','k','f','k','w','b','l','v','x','p','f','p','h','b','y','h','str1'
'p','f','b','c','f','e','o','k','y','k','w','b','l','v','f','g','f','n','h','n','g','g','str1'
'p','f','b','c','f','e','o','k','f','k','w','b','l','y','f','d','f','n','h','p','g','g','str1'
'p','t','b','c','f','t','o','f','s','s','w','b','p','s','x','g','f','w','h','w','b','p','str1'
'p','f','n','c','f','t','o','s','y','s','w','?','e','v','x','p','f','w','w','w','n','b','str1'
'p','f','b','c','f','e','o','k','y','k','w','b','l','v','x','d','f','p','h','p','y','p','str1'
'p','f','b','c','f','e','o','k','f','k','w','b','l','v','f','d','f','n','h','n','y','h','str1'
'p','f','n','c','f','e','o','y','f','k','w','?','e','v','f','d','n','w','w','n','n','w','str1'
'p','t','b','c','f','e','t','s','s','s','w','?','e','c','k','w','n','w','w','w','b','w','str0'
'p','f','b','c','f','e','o','k','y','k','w','b','l','v','f','g','f','p','h','n','y','h','str1'
'p','f','n','c','f','t','o','s','y','k','w','?','e','v','x','l','y','p','w','w','e','b','str1'
'p','t','b','c','f','t','o','f','s','f','w','b','p','s','x','u','f','w','h','w','g','h','str1'
'p','t','b','c','f','e','t','s','s','s','w','?','e','c','f','w','n','w','w','e','n','e','str0'
'p','f','b','c','f','e','o','k','y','k','w','b','l','v','x','p','f','p','h','p','g','g','str1'
'p','f','n','c','f','t','o','s','y','s','w','?','e','v','x','d','y','p','w','p','n','b','str1'
'p','t','b','c','f','t','o','s','s','s','w','b','p','v','x','u','f','w','h','w','g','p','str1'
'p','t','b','c','f','t','o','s','s','f','w','b','p','v','x','g','f','w','h','w','g','h','str1'
'p','t','b','c','f','e','t','s','y','s','w','b','p','v','f','m','n','w','r','w','p','w','str1'
'p','t','b','c','f','e','t','s','y','s','w','?','e','c','k','w','n','e','w','w','b','w','str0'
'p','t','b','c','f','t','o','s','s','s','w','b','p','v','x','u','f','w','h','w','w','w','str1'
'p','f','n','c','f','t','o','s','y','s','w','?','e','v','x','d','y','w','w','p','n','b','str1'
'p','t','b','c','f','e','t','s','y','s','w','?','e','c','k','w','n','e','w','w','n','w','str0'
'p','f','b','c','f','e','o','k','y','k','w','b','l','y','f','d','f','n','h','p','y','g','str1'
'p','t','b','c','f','e','t','s','y','s','w','?','e','c','x','w','n','e','w','e','p','w','str0'
'p','t','b','c','f','t','o','f','s','f','w','b','p','s','f','u','f','w','h','w','g','p','str1'
'p','t','b','c','f','e','t','s','s','s','w','?','e','c','x','w','n','w','w','e','p','e','str0'
'p','f','n','c','f','e','o','y','y','k','w','?','e','v','b','d','n','w','w','n','n','w','str1'
'p','t','b','c','f','t','o','f','s','f','w','b','p','v','f','g','f','w','h','w','b','h','str1'
'p','f','n','c','f','t','o','s','y','k','w','?','e','v','x','p','f','p','w','w','n','b','str1'
'p','f','n','c','f','t','o','k','y','k','w','?','e','v','x','d','f','w','w','w','n','b','str1'
'p','t','b','c','f','t','o','s','s','s','w','b','p','s','x','u','f','w','h','w','b','w','str1'
'p','f','n','c','f','t','o','s','y','s','w','?','e','v','x','l','f','w','w','p','n','b','str1'
'p','t','b','c','f','e','t','s','y','s','w','?','e','c','k','w','n','w','w','e','p','w','str0'
'p','f','n','w','f','e','o','f','f','f','w','b','e','v','k','l','n','w','w','n','c','w','str0'
'p','f','b','c','f','e','o','k','y','k','w','b','l','v','x','g','f','b','h','n','y','h','str1'
'p','t','b','c','f','e','t','s','s','s','w','?','e','c','x','w','n','e','w','w','n','w','str0'
'p','f','b','c','f','e','o','k','f','k','w','b','l','y','f','p','f','b','h','p','g','p','str1'
'p','f','b','c','f','e','o','k','y','k','w','b','l','v','f','d','f','n','h','b','y','p','str1'
'p','t','b','c','f','t','o','f','s','s','w','b','p','v','f','u','f','w','h','w','g','w','str1'
'p','t','n','w','f','e','o','s','y','s','w','b','p','c','k','l','n','w','w','w','w','w','str1'
'p','f','n','w','f','e','o','f','f','f','w','b','e','v','k','l','n','w','w','n','n','w','str0'
'p','f','n','c','f','e','o','y','f','k','w','?','e','v','k','d','n','w','w','y','y','w','str1'
'p','t','b','c','f','t','o','f','s','f','w','b','p','s','f','g','f','w','h','w','w','w','str1'
'p','f','n','c','f','e','o','y','y','k','w','?','e','v','f','d','n','w','w','y','y','w','str1'
'p','f','b','c','f','e','o','k','y','k','w','b','l','v','f','d','f','p','h','p','y','g','str1'
'p','t','b','c','f','e','t','s','s','s','w','?','e','c','k','w','n','w','w','e','b','e','str0'
'p','f','b','c','f','e','o','k','y','k','w','b','l','v','f','p','f','p','h','p','y','p','str1'
'p','f','n','c','f','t','o','s','y','s','w','?','e','v','x','p','y','w','w','w','n','b','str1'
'p','f','b','c','f','e','o','k','y','k','w','b','l','y','x','d','f','p','h','b','y','h','str1'
'p','f','b','c','f','e','o','k','y','k','w','b','l','v','x','p','f','p','h','p','y','p','str1'
